t-7,t-6,t-5,t-4,t-3,t-2,t-1,t
0.27353131350452614,0.29491501939774617,0.26398639078761005,0.25815167190097915,0.1337597758482665,0.2063396760884291,0.27223043290843035,0.281659892850545
0.29491501939774617,0.26398639078761005,0.25815167190097915,0.1337597758482665,0.2063396760884291,0.27223043290843035,0.281659892850545,0.2753941129379888
0.26398639078761005,0.25815167190097915,0.1337597758482665,0.2063396760884291,0.27223043290843035,0.281659892850545,0.2753941129379888,0.26778896483773634
0.25815167190097915,0.1337597758482665,0.2063396760884291,0.27223043290843035,0.281659892850545,0.2753941129379888,0.26778896483773634,0.25274031652195333
0.1337597758482665,0.2063396760884291,0.27223043290843035,0.281659892850545,0.2753941129379888,0.26778896483773634,0.25274031652195333,0.20527741856025616
0.2063396760884291,0.27223043290843035,0.281659892850545,0.2753941129379888,0.26778896483773634,0.25274031652195333,0.20527741856025616,0.19140649054744752
0.27223043290843035,0.281659892850545,0.2753941129379888,0.26778896483773634,0.25274031652195333,0.20527741856025616,0.19140649054744752,0.25050803620912615
0.281659892850545,0.2753941129379888,0.26778896483773634,0.25274031652195333,0.20527741856025616,0.19140649054744752,0.25050803620912615,0.2670884906706078
0.2753941129379888,0.26778896483773634,0.25274031652195333,0.20527741856025616,0.19140649054744752,0.25050803620912615,0.2670884906706078,0.24682862245212145
0.26778896483773634,0.25274031652195333,0.20527741856025616,0.19140649054744752,0.25050803620912615,0.2670884906706078,0.24682862245212145,0.2337813288995628
0.25274031652195333,0.20527741856025616,0.19140649054744752,0.25050803620912615,0.2670884906706078,0.24682862245212145,0.2337813288995628,0.24715191822156535
0.20527741856025616,0.19140649054744752,0.25050803620912615,0.2670884906706078,0.24682862245212145,0.2337813288995628,0.24715191822156535,0.1791366463452183
0.19140649054744752,0.25050803620912615,0.2670884906706078,0.24682862245212145,0.2337813288995628,0.24715191822156535,0.1791366463452183,0.14094925795923394
0.25050803620912615,0.2670884906706078,0.24682862245212145,0.2337813288995628,0.24715191822156535,0.1791366463452183,0.14094925795923394,0.21951782745242931
0.2670884906706078,0.24682862245212145,0.2337813288995628,0.24715191822156535,0.1791366463452183,0.14094925795923394,0.21951782745242931,0.2505927089106472
0.24682862245212145,0.2337813288995628,0.24715191822156535,0.1791366463452183,0.14094925795923394,0.21951782745242931,0.2505927089106472,0.2575358704353716
0.2337813288995628,0.24715191822156535,0.1791366463452183,0.14094925795923394,0.21951782745242931,0.2505927089106472,0.2575358704353716,0.24730586858796724
0.24715191822156535,0.1791366463452183,0.14094925795923394,0.21951782745242931,0.2505927089106472,0.2575358704353716,0.24730586858796724,0.23362737853316093
0.1791366463452183,0.14094925795923394,0.21951782745242931,0.2505927089106472,0.2575358704353716,0.24730586858796724,0.23362737853316093,0.1986267627316953
0.14094925795923394,0.21951782745242931,0.2505927089106472,0.2575358704353716,0.24730586858796724,0.23362737853316093,0.1986267627316953,0.1796369850360244
0.21951782745242931,0.2505927089106472,0.2575358704353716,0.24730586858796724,0.23362737853316093,0.1986267627316953,0.1796369850360244,0.2296708541166328
0.2505927089106472,0.2575358704353716,0.24730586858796724,0.23362737853316093,0.1986267627316953,0.1796369850360244,0.2296708541166328,0.2522938604593879
0.2575358704353716,0.24730586858796724,0.23362737853316093,0.1986267627316953,0.1796369850360244,0.2296708541166328,0.2522938604593879,0.2601299341092432
0.24730586858796724,0.23362737853316093,0.1986267627316953,0.1796369850360244,0.2296708541166328,0.2522938604593879,0.2601299341092432,0.25919083687419175
0.23362737853316093,0.1986267627316953,0.1796369850360244,0.2296708541166328,0.2522938604593879,0.2601299341092432,0.25919083687419175,0.25558839830038793
0.1986267627316953,0.1796369850360244,0.2296708541166328,0.2522938604593879,0.2601299341092432,0.25919083687419175,0.25558839830038793,0.21221288256666052
0.1796369850360244,0.2296708541166328,0.2522938604593879,0.2601299341092432,0.25919083687419175,0.25558839830038793,0.21221288256666052,0.18737499899597587
0.2296708541166328,0.2522938604593879,0.2601299341092432,0.25919083687419175,0.25558839830038793,0.21221288256666052,0.18737499899597587,0.2636015148716054
0.2522938604593879,0.2601299341092432,0.25919083687419175,0.25558839830038793,0.21221288256666052,0.18737499899597587,0.2636015148716054,0.24507358827514011
0.2601299341092432,0.25919083687419175,0.25558839830038793,0.21221288256666052,0.18737499899597587,0.2636015148716054,0.24507358827514011,0.2449504279820186
0.25919083687419175,0.25558839830038793,0.21221288256666052,0.18737499899597587,0.2636015148716054,0.24507358827514011,0.2449504279820186,0.23612137446887124
0.25558839830038793,0.21221288256666052,0.18737499899597587,0.2636015148716054,0.24507358827514011,0.2449504279820186,0.23612137446887124,0.16715930783915267
0.21221288256666052,0.18737499899597587,0.2636015148716054,0.24507358827514011,0.2449504279820186,0.23612137446887124,0.16715930783915267,0.14782314181907755
0.18737499899597587,0.2636015148716054,0.24507358827514011,0.2449504279820186,0.23612137446887124,0.16715930783915267,0.14782314181907755,0.10153026664203461
0.2636015148716054,0.24507358827514011,0.2449504279820186,0.23612137446887124,0.16715930783915267,0.14782314181907755,0.10153026664203461,0.13068076852022908
0.24507358827514011,0.2449504279820186,0.23612137446887124,0.16715930783915267,0.14782314181907755,0.10153026664203461,0.13068076852022908,0.1996043475583472
0.2449504279820186,0.23612137446887124,0.16715930783915267,0.14782314181907755,0.10153026664203461,0.13068076852022908,0.1996043475583472,0.14228092862861014
0.23612137446887124,0.16715930783915267,0.14782314181907755,0.10153026664203461,0.13068076852022908,0.1996043475583472,0.14228092862861014,0.1971642342508775
0.16715930783915267,0.14782314181907755,0.10153026664203461,0.13068076852022908,0.1996043475583472,0.14228092862861014,0.1971642342508775,0.2124361105979432
0.14782314181907755,0.10153026664203461,0.13068076852022908,0.1996043475583472,0.14228092862861014,0.1971642342508775,0.2124361105979432,0.07054675137952915
0.10153026664203461,0.13068076852022908,0.1996043475583472,0.14228092862861014,0.1971642342508775,0.2124361105979432,0.07054675137952915,0.14492887493072235
0.13068076852022908,0.1996043475583472,0.14228092862861014,0.1971642342508775,0.2124361105979432,0.07054675137952915,0.14492887493072235,0.18783484204692405
0.1996043475583472,0.14228092862861014,0.1971642342508775,0.2124361105979432,0.07054675137952915,0.14492887493072235,0.18783484204692405,0.21770121312888724
0.14228092862861014,0.1971642342508775,0.2124361105979432,0.07054675137952915,0.14492887493072235,0.18783484204692405,0.21770121312888724,0.20954954122790814
0.1971642342508775,0.2124361105979432,0.07054675137952915,0.14492887493072235,0.18783484204692405,0.21770121312888724,0.20954954122790814,0.20972658414927028
0.2124361105979432,0.07054675137952915,0.14492887493072235,0.18783484204692405,0.21770121312888724,0.20954954122790814,0.20972658414927028,0.203045138247429
0.07054675137952915,0.14492887493072235,0.18783484204692405,0.21770121312888724,0.20954954122790814,0.20972658414927028,0.203045138247429,0.13742379456863107
0.14492887493072235,0.18783484204692405,0.21770121312888724,0.20954954122790814,0.20972658414927028,0.203045138247429,0.13742379456863107,0.08003109797401319
0.18783484204692405,0.21770121312888724,0.20954954122790814,0.20972658414927028,0.203045138247429,0.13742379456863107,0.08003109797401319,0.14636061333825975
0.21770121312888724,0.20954954122790814,0.20972658414927028,0.203045138247429,0.13742379456863107,0.08003109797401319,0.14636061333825975,0.20941868341646652
0.20954954122790814,0.20972658414927028,0.203045138247429,0.13742379456863107,0.08003109797401319,0.14636061333825975,0.20941868341646652,0.21977954307531253
0.20972658414927028,0.203045138247429,0.13742379456863107,0.08003109797401319,0.14636061333825975,0.20941868341646652,0.21977954307531253,0.2134136954245951
0.203045138247429,0.13742379456863107,0.08003109797401319,0.14636061333825975,0.20941868341646652,0.21977954307531253,0.2134136954245951,0.20934940575158567
0.13742379456863107,0.08003109797401319,0.14636061333825975,0.20941868341646652,0.21977954307531253,0.2134136954245951,0.20934940575158567,0.1490624422686126
0.08003109797401319,0.14636061333825975,0.20941868341646652,0.21977954307531253,0.2134136954245951,0.20934940575158567,0.1490624422686126,0.11723320401502556
0.14636061333825975,0.20941868341646652,0.21977954307531253,0.2134136954245951,0.20934940575158567,0.1490624422686126,0.11723320401502556,0.20436141388016504
0.20941868341646652,0.21977954307531253,0.2134136954245951,0.20934940575158567,0.1490624422686126,0.11723320401502556,0.20436141388016504,0.21084272430568385
0.21977954307531253,0.2134136954245951,0.20934940575158567,0.1490624422686126,0.11723320401502556,0.20436141388016504,0.21084272430568385,0.20566229447626086
0.2134136954245951,0.20934940575158567,0.1490624422686126,0.11723320401502556,0.20436141388016504,0.21084272430568385,0.20566229447626086,0.20035870435371636
0.20934940575158567,0.1490624422686126,0.11723320401502556,0.20436141388016504,0.21084272430568385,0.20566229447626086,0.20035870435371636,0.19840353470041258
0.1490624422686126,0.11723320401502556,0.20436141388016504,0.21084272430568385,0.20566229447626086,0.20035870435371636,0.19840353470041258,0.13610751893589507
0.11723320401502556,0.20436141388016504,0.21084272430568385,0.20566229447626086,0.20035870435371636,0.19840353470041258,0.13610751893589507,0.1158553482357288
0.20436141388016504,0.21084272430568385,0.20566229447626086,0.20035870435371636,0.19840353470041258,0.13610751893589507,0.1158553482357288,0.20025093909723504
0.21084272430568385,0.20566229447626086,0.20035870435371636,0.19840353470041258,0.13610751893589507,0.1158553482357288,0.20025093909723504,0.2145991132458895
0.20566229447626086,0.20035870435371636,0.19840353470041258,0.13610751893589507,0.1158553482357288,0.20025093909723504,0.2145991132458895,0.22482911509329392
0.20035870435371636,0.19840353470041258,0.13610751893589507,0.1158553482357288,0.20025093909723504,0.2145991132458895,0.22482911509329392,0.2166851407106349
0.19840353470041258,0.13610751893589507,0.1158553482357288,0.20025093909723504,0.2145991132458895,0.22482911509329392,0.2166851407106349,0.22706139540612105
0.13610751893589507,0.1158553482357288,0.20025093909723504,0.2145991132458895,0.22482911509329392,0.2166851407106349,0.22706139540612105,0.11250692776648809
0.1158553482357288,0.20025093909723504,0.2145991132458895,0.22482911509329392,0.2166851407106349,0.22706139540612105,0.11250692776648809,0.13265903072849314
0.20025093909723504,0.2145991132458895,0.22482911509329392,0.2166851407106349,0.22706139540612105,0.11250692776648809,0.13265903072849314,0.19289211158322558
0.2145991132458895,0.22482911509329392,0.2166851407106349,0.22706139540612105,0.11250692776648809,0.13265903072849314,0.19289211158322558,0.20247552189174212
0.22482911509329392,0.2166851407106349,0.22706139540612105,0.11250692776648809,0.13265903072849314,0.19289211158322558,0.20247552189174212,0.22049541227908123
0.2166851407106349,0.22706139540612105,0.11250692776648809,0.13265903072849314,0.19289211158322558,0.20247552189174212,0.22049541227908123,0.21536886507789887
0.22706139540612105,0.11250692776648809,0.13265903072849314,0.19289211158322558,0.20247552189174212,0.22049541227908123,0.21536886507789887,0.21095048956216514
0.11250692776648809,0.13265903072849314,0.19289211158322558,0.20247552189174212,0.22049541227908123,0.21536886507789887,0.21095048956216514,0.13102715684463329
0.13265903072849314,0.19289211158322558,0.20247552189174212,0.22049541227908123,0.21536886507789887,0.21095048956216514,0.13102715684463329,0.113569185294661
0.19289211158322558,0.20247552189174212,0.22049541227908123,0.21536886507789887,0.21095048956216514,0.13102715684463329,0.113569185294661,0.1794984297062627
0.20247552189174212,0.22049541227908123,0.21536886507789887,0.21095048956216514,0.13102715684463329,0.113569185294661,0.1794984297062627,0.18972843155366712
0.22049541227908123,0.21536886507789887,0.21095048956216514,0.13102715684463329,0.113569185294661,0.1794984297062627,0.18972843155366712,0.17642711989654536
0.21536886507789887,0.21095048956216514,0.13102715684463329,0.113569185294661,0.1794984297062627,0.18972843155366712,0.17642711989654536,0.16353377671038857
0.21095048956216514,0.13102715684463329,0.113569185294661,0.1794984297062627,0.18972843155366712,0.17642711989654536,0.16353377671038857,0.1092508775170885
0.13102715684463329,0.113569185294661,0.1794984297062627,0.18972843155366712,0.17642711989654536,0.16353377671038857,0.1092508775170885,0.059070755588398305
0.113569185294661,0.1794984297062627,0.18972843155366712,0.17642711989654536,0.16353377671038857,0.1092508775170885,0.059070755588398305,0.28047447502925055
0.1794984297062627,0.18972843155366712,0.17642711989654536,0.16353377671038857,0.1092508775170885,0.059070755588398305,0.28047447502925055,0.08651240839953199
0.18972843155366712,0.17642711989654536,0.16353377671038857,0.1092508775170885,0.059070755588398305,0.28047447502925055,0.08651240839953199,0.08179382966931462
0.17642711989654536,0.16353377671038857,0.1092508775170885,0.059070755588398305,0.28047447502925055,0.08651240839953199,0.08179382966931462,0.09400209372498307
0.16353377671038857,0.1092508775170885,0.059070755588398305,0.28047447502925055,0.08651240839953199,0.08179382966931462,0.09400209372498307,0.10650286347681508
0.1092508775170885,0.059070755588398305,0.28047447502925055,0.08651240839953199,0.08179382966931462,0.09400209372498307,0.10650286347681508,0.08736683293306237
0.059070755588398305,0.28047447502925055,0.08651240839953199,0.08179382966931462,0.09400209372498307,0.10650286347681508,0.08736683293306237,0.08627378533160908
